,ente,população,estado_do_processo,data_adesao
,Galiléia,7.034 , - , - 
,Gameleiras,5.246 , - , - 
,Glaucilândia,3.160 , - , - 
,Goiabeira,3.328 , - , - 
,Goianá,3.952 , 1 ,27/10/2015
,Gonçalves,4.410 , - , - 
,Gonzaga,6.223 , - , - 
,Gouveia,12.064 , - , - 
,Governador Valadares,280.901 , 1 ,28/12/2012
,Grão Mogol,15.931 , - , - 
,Grupiara,1.418 , - , - 
,Guanhães,34.054 , - , - 
,Guapé,14.460 , 1 ,11/4/2013
,Guaraciaba,10.542 , - , - 
,Guaraciama,5.001 , - , - 
,Guaranésia,19.378 , 1 ,26/2/2014
,Guarani,9.047 , 1 ,19/9/2013
,Guarará,3.938 , - , - 
,Guarda-Mor,6.736 , 1 ,19/9/2013
,Guaxupé,52.294 , - , - 
,Guidoval,7.300 , - , - 
,Guimarânia,7.956 , - , - 
,Guiricema,8.714 , 1 ,27/11/2018
,Gurinhatã,5.959 , 1 ,30/7/2014
,Heliodora,6.561 , - , - 
,Iapu,10.962 , - , - 
,Ibertioga,5.150 , 1 ,23/11/2017
,Ibiá,25.100 , 1 ,3/12/2013
,Ibiaí,8.400 , - , - 
,Ibiracatu,6.165 , - , - 
,Ibiraci,13.575 , 1 ,7/5/2014
,Ibirité,177.475 , 1 ,13/8/2018
,Ibitiúra de Minas,3.536 , - , - 
,Ibituruna,3.018 , - , - 
,Icaraí de Minas,11.835 , - , - 
,Igarapé,41.127 , - , - 
,Igaratinga,10.547 , - , - 
,Iguatama,8.172 , - , - 
,Ijaci,6.460 , - , - 
,Ilicínea,12.358 , - , - 
,Imbé de Minas,6.899 , - , - 
,Inconfidentes,7.356 , 1 ,2/10/2017
,Indaiabira,7.524 , - , - 
,Indianópolis,6.806 , 1 ,6/9/2013
,Ingaí,2.785 , - , - 
,Inhapim,24.792 , - , - 
,Inhaúma,6.240 , 1 ,14/3/2018
,Inimutaba,7.489 , - , - 
,Ipaba,18.375 , - , - 
,Ipanema,19.736 , - , - 
,Ipatinga,261.203 , 1 ,6/9/2013
,Ipiaçu,4.285 , 1 ,7/7/2016
,Ipuiúna,10.125 , - , - 
,Iraí de Minas,6.969 , - , - 
,Itabira,119.285 , 1 ,3/12/2013
,Itabirinha ,11.498 , - , - 
,Itabirito,50.816 , 1 ,12/2/2014
,Itacambira,5.374 , - , - 
,Itacarambi,18.443 , - , - 
,Itaguara,13.329 , 1 ,2/1/2013
,Itaipé,12.725 , - , - 
,Itajubá,97.000 , 1 ,3/12/2013
,Itamarandiba,34.661 , - , - 
,Itamarati de Minas,4.362 , 1 ,11/4/2013
,Itambacuri,23.637 , - , - 
,Itambé do Mato Dentro,2.207 , - , - 
,Itamogi,10.501 , 1 ,1/3/2013
,Itamonte,15.391 , - , - 
,Itanhandu,15.290 , 1 ,21/8/2014
,Itanhomi,12.394 , - , - 
,Itaobim,21.559 , 1 ,4/11/2014
,Itapagipe,15.041 , - , - 
,Itapecerica,22.158 , - , - 
,Itapeva,9.618 , - , - 
,Itatiaiuçu,10.979 , - , - 
,Itaú de Minas,16.082 , - , - 
,Itaúna,92.696 , 1 ,29/5/2015
,Itaverava,5.690 , - , - 
,Itinga,15.147 , - , - 
,Itueta,6.120 , - , - 
,Ituiutaba,104.526 , 1 ,29/7/2013
,Itumirim,6.213 , - , - 
,Iturama,38.484 , 1 ,19/9/2013
,Itutinga,3.926 , - , - 
,Jaboticatubas,19.545 , 1 ,15/1/2014
,Jacinto,12.561 , - , - 
,Jacuí,7.809 , - , - 
,Jacutinga,25.453 , 1 ,18/5/2017
,Jaguaraçu,3.158 , - , - 
,Jaíba,37.939 , 1 ,12/1/2018
,Jampruca,5.414 , - , - 
,Janaúba,71.653 , 1 ,10/5/2018
,Januária,68.584 , 1 ,27/10/2015
,Japaraíba,4.308 , - , - 
,Japonvar,8.683 , - , - 
,Jeceaba,5.209 , 1 ,21/12/2016
,Jenipapo de Minas,7.672 , 1 ,12/8/2014
,Jequeri,12.859 , - , - 
,Jequitaí,7.890 , - , - 
,Jequitibá,5.319 , - , - 
,Jequitinhonha,25.560 , 1 ,3/12/2013
,Jesuânia,4.898 , 1 ,7/5/2014
,Joaíma,15.634 , 1 ,27/7/2015
,Joanésia,4.996 , - , - 
,João Monlevade,79.590 , - , - 
,João Pinheiro,48.751 , - , - 
,Joaquim Felicio,4.669 , - , - 
,Jordânia,10.901 , - , - 
,José Gonçalves de Minas,4.631 , - , - 
,José Raydan,4.894 , - , - 
,Josenópolis,4.877 , - , - 
,Juatuba,25.874 , - , - 
,Juiz de Fora,563.769 , 1 ,1/2/2013
,Juramento,4.358 , - , - 
,Juruaia,10.341 , 1 ,16/5/2017
,Juvenília,5.860 , - , - 
,Ladainha,18.152 , - , - 
,Lagamar,7.795 , - , - 
,Lagoa da Prata,51.204 , - , - 
,Lagoa dos Patos,4.248 , 1 ,11/4/2013
,Lagoa Dourada,13.056 , - , - 
,Lagoa Formosa,18.175 , - , - 
,Lagoa Grande,9.440 , - , - 
,Lagoa Santa,61.752 , 1 ,27/7/2015
,Lajinha,20.301 , - , - 
,Lambari,20.870 , 1 ,11/4/2013
,Lamim,3.498 , 1 ,3/1/2018
,Laranjal,6.852 , 1 ,13/10/2017
,Lassance,6.664 , - , - 
,Lavras,102.124 , 1 ,24/8/2017
,Leandro Ferreira,3.300 , - , - 
,Leme do Prado,4.998 , 1 ,13/12/2013
,Leopoldina,53.354 , - , - 
,Liberdade,5.296 , 1 ,7/5/2014
,Lima Duarte,16.910 , - , - 
,Limeira do Oeste,7.487 , 1 ,19/8/2013
,Lontra,9.044 , - , - 
,Luisburgo,6.409 , - , - 
,Luislândia,6.756 , - , - 
,Luminárias,5.572 , 1 ,19/4/2017
,Luz,18.400 , - , - 
,Machacalis,7.237 , 1 ,25/11/2013
,Machado,41.920 , 1 ,28/12/2012
,Madre de Deus de Minas,5.153 , - , - 
,Malacacheta,19.157 , 1 ,3/4/2014
,Mamonas,6.624 , - , - 
,Manga,19.372 , - , - 
,Manhuaçu,88.580 , - ,19/11/2012
,Manhumirim,22.784 , - , - 
,Mantena,28.132 , - , - 
,Mar de Espanha,12.743 , - , - 
,Maravilhas,7.876 , - , - 
,Maria da Fé,14.488 , 1 ,7/5/2014
,Mariana,59.857 , 1 ,7/5/2014
,Marilac,4.254 , - , - 
,Mário Campos,14.988 , - , - 
,Maripá de Minas,2.979 , - , - 
,Marliéria,4.129 , - , - 
,Marmelópolis,2.900 , 1 ,11/4/2013
,Martinho Campos,13.436 , - , - 
,Martins Soares,8.172 , - , - 
,Mata Verde,8.539 ,,
,Materlândia,4.619 , - , - 
,Mateus Leme,30.678 , - , - 
,Mathias Lobato,3.342 , - , - 
,Matias Barbosa,14.449 , - , - 
,Matias Cardoso,10.999 , - , - 
,Matipó,18.914 , - , - 
,Mato Verde,12.849 , 1 ,11/4/2013
,Matozinhos,37.344 , - , - 
,Matutina,3.846 , 1 ,11/4/2013
,Medeiros,3.765 , - , - 
,Medina,21.409 , 1 ,12/8/2014
,Mendes Pimentel,6.564 , - , - 
,Mercês,10.868 , - , - 
,Mesquita,5.911 , - , - 
,Minas Novas,32.009 , - , - 
,Minduri,3.970 , - , - 
,Mirabela,13.726 , - , - 
,Miradouro,10.837 , 1 ,28/3/2017
,Miraí,14.946 , - , - 
,Miravânia,4.885 , 1 ,17/9/2015
,Moeda,4.957 , - , - 
,Moema,7.525 , 1 ,19/9/2013
,Monjolos,2.327 , 1 ,4/11/2014
,Monsenhor Paulo,8.711 , - , - 
,Montalvânia,15.603 , - , - 
,Monte Alegre de Minas,21.095 , 1 ,12/12/2014
,Monte Azul,21.783 , 1 ,2/5/2017
,Monte Belo,13.453 , - , - 
,Monte Carmelo,48.248 , 1 ,30/7/2014
,Monte Formoso,4.936 , - , - 
,Monte Santo de Minas,21.949 , 1 ,16/5/2017
,Monte Sião,23.444 , - , - 
,Montes Claros,402.027 , 1 ,28/3/2017
,Montezuma,8.168 , - , - 
,Morada Nova de Minas,8.860 , 1 ,7/11/2017
,Morro da Garça,2.595 , 1 ,3/12/2013
,Morro do Pilar,3.339 , 1 ,12/2/2014
,Munhoz,6.261 , - , - 
,Muriaé,108.537 , 1 ,11/4/2013
,Mutum,27.528 , 1 ,19/9/2013
,Muzambinho,21.026 , - , - 
,Nacip Raydan,3.274 , - , - 
,Nanuque,41.787 , 1 ,21/8/2014
,Naque,6.930 , - , - 
,Natalândia,3.382 , - , - 
,Natércia,4.820 , - , - 
,Nazareno,8.583 , - , - 
,Nepomuceno,27.053 , - , - 
,Ninheira,10.375 , 1 ,7/5/2014
,Nova Belém,3.465 , - , - 
,Nova Era,17.994 , 1 ,7/7/2015
,Nova Lima,92.178 , 1 ,16/9/2014
,Nova Módica,3.757 , - , - 
,Nova Ponte,14.934 , - , - 
,Nova Porteirinha,7.648 , - , - 
,Nova Resende,16.645 , 1 ,2/1/2013
,Nova Serrana,94.681 , 1 ,24/6/2016
,Nova União,5.804 , - , - 
,Novo Cruzeiro,31.884 , - , - 
,Novo Oriente de Minas,10.869 , - , - 
,Novorizonte,5.308 , - , - 
,Olaria,1.873 , - , - 
,Olhos-D'Água,5.943 , - , - 
,Olimpio Noronha,2.763 , 1 ,13/8/2018
,Oliveira,41.907 , 1 ,21/3/2013
,Oliveira Fortes,2.182 , 1 ,23/11/2017
,Onça de Pitangui,3.192 , - , - 
,Oratórios,4.710 , - , - 
,Orizânia,7.949 , - , - 
,Ouro Branco,38.935 , 1 ,1/2/2013
,Ouro Fino,33.716 , - , - 
,Ouro Preto,74.659 , 1 ,1/2/2013
,Ouro Verde de Minas,6.110 , - , - 
,Padre Carvalho,6.338 , - , - 
,Padre Paraiso,20.177 , 1 ,8/2/2017
,Pai Pedro,6.184 , - , - 
,Paineiras,4.650 , - , - 
,Pains,8.391 , - , - 
,Paiva,1.577 , - , - 
,Palma,6.753 , 1 ,2/10/2017
,Palmópolis,6.161 , - , - 
,Papagaios,15.516 , - , - 
,Pará de Minas,92.739 , 1 ,30/7/2014
,Paracatu,92.386 , 1 ,15/1/2014
,Paraguaçu,21.583 , 1 ,27/4/2017
,Paraisópolis,20.983 , 1 ,21/12/2016
,Paraopeba,24.427 , 1 ,18/4/2013
,Passa Quatro,16.470 , 1 ,13/8/2018
,Passa Tempo,8.324 , - , - 
,Passa-Vinte,2.104 , - , - 
,Passabém,1.732 , - , - 
,Passos,114.458 , 1 ,11/4/2013
,Patis,5.976 , - , - 
,Patos de Minas,150.893 , 1 ,23/11/2017
,Patrocínio,89.983 , 1 ,12/9/2013
,Patrocínio do Muriaé,5.680 , - , - 
,Paula Cândido,9.698 , 1 ,30/10/2013
,Paulistas,4.982 , - , - 
,Pavão,8.709 , - , - 
,Peçanha,17.871 , - , - 
,Pedra Azul,24.748 , 1 ,2/12/2015
,Pedra Bonita,7.117 , - , - 
,Pedra do Anta,3.270 , - , - 
,Pedra do Indaiá,4.034 , - , - 
,Pedra Dourada,2.452 , - , - 
,Pedralva,11.570 , - , - 
,Pedras de Maria da Cruz,11.396 , - , - 
,Pedrinópolis,3.672 , - , - 
,Pedro Leopoldo,63.837 , 1 ,2/1/2013
,Pedro Teixeira,1.843 , - , - 
,Pequeri,3.347 , - , - 
,Pequi,4.395 , - , - 
,Perdigão,10.846 , - , - 
,Perdizes,15.925 , 1 ,3/12/2013
,Perdões,21.444 , - , - 
,Periquito,7.060 , 1 ,20/11/2014
,Pescador,4.311 , - , - 
,Piau,2.850 , - , - 
,Piedade de Caratinga,8.247 , - , - 
,Piedade de Ponte Nova,4.213 , - , - 
,Piedade do Rio Grande,4.684 , - , - 
,Piedade dos Gerais,4.981 , - , - 
,Pimenta,8.720 , 1 ,13/12/2013
,Pingo-D'Água,4.873 , - , - 
,Pintópolis,7.585 , - , - 
,Piracema,6.566 , - , - 
,Pirajuba,5.790 , - , - 
,Piranga,17.918 , - , - 
,Piranguçu,5.514 , 1 ,18/4/2013
,Piranguinho,8.597 , - , - 
,Pirapetinga,10.876 , - , - 
,Pirapora,56.706 , 1 ,7/1/2015
,Piraúba,11.080 , - , - 
,Pitangui,27.706 , 1 ,3/5/2013
,Piumhi,34.525 , 1 ,3/7/2014
,Planura,11.796 , 1 ,14/11/2013
,Poço Fundo,16.903 , 1 ,8/9/2017
,Poços de Caldas,166.085 , 1 ,11/4/2013
,Pocrane,8.841 , - , - 
,Pompéu,31.612 , 1 ,2/1/2013
,Ponte Nova,60.361 , 1 ,11/4/2013
,Ponto Chique,4.259 , - , - 
,Ponto dos Volantes,12.138 , - , - 
,Porteirinha,38.741 , - , - 
,Porto Firme,11.245 , - , - 
,Poté,16.641 , 1 ,7/7/2015
,Pouso Alegre,147.137 , 1 ,1/2/2013
,Pouso Alto,6.185 , - , - 
,Prados,9.021 , 1 ,2/1/2013
,Prata,27.796 , - , - 
,Pratápolis,8.890 , - , - 
,Pratinha,3.569 , - , - 
,Presidente Bernardes,5.562 , 1 ,30/7/2014
,Presidente Juscelino,3.827 , - , - 
,Presidente Kubitschek,3.061 , 1 ,20/9/2017
,Presidente Olegário,19.599 , - , - 
,Prudente de Morais,10.577 , 1 ,7/5/2014
,Quartel Geral,3.557 , - , - 
,Queluzito,1.958 , - , - 
,Raposos,16.390 , 1 ,1/2/2013
,Raul Soares,24.368 , 1 ,5/2/2014
,Recreio,10.697 , - , - 
,Reduto,7.117 , - , - 
,Resende Costa,11.569 , - , - 
,Resplendor,17.715 , - , - 
,Ressaquinha,4.861 , - , - 
,Riachinho,8.290 , - , - 
,Riacho dos Machados,9.672 , - , - 
,Ribeirão das Neves,328.871 , 1 ,1/2/2013
,Ribeirão Vermelho,4.058 , - , - 
,Rio Acima,10.123 , 1 ,6/10/2017
,Rio Casca,14.130 , - , - 
,Rio do Prado,5.302 , - , - 
,Rio Doce,2.623 , 1 ,16/10/2014
,Rio Espera,5.825 , 1 ,7/5/2014
,Rio Manso,5.774 , - , - 
,Rio Novo,9.084 , - , - 
,Rio Paranaíba,12.462 , - , - 
,Rio Pardo de Minas,31.016 , - , - 
,Rio Piracicaba,14.624 , - , - 
,Rio Pomba,18.061 , - , - 
,Rio Preto,5.544 , 1 ,24/8/2017
,Rio Vermelho,13.453 , 1 ,3/5/2013
,Ritápolis,4.834 , - , - 
,Rochedo de Minas,2.293 , - , - 
,Rodeiro,7.857 , 1 ,3/12/2013
,Romaria,3.644 , 1 ,3/12/2013
,Rosário da Limeira,4.580 , - , - 
,Rubelita,6.789 , - , - 
,Rubim,10.377 , - , - 
,Sabará,135.968 , 1 ,2/1/2013
,Sabinópolis,15.936 , - , - 
,Sacramento,25.998 , - , - 
,Salinas,41.678 , 1 ,12/12/2014
,Salto da Divisa,7.127 , 1 ,12/2/2014
,Santa Bárbara ,30.690 , 1 ,27/10/2015
,Santa Bárbara do Leste,8.180 , - , - 
,Santa Bárbara do Monte Verde,3.096 , - , - 
,Santa Bárbara do Tugúrio,4.590 , - , - 
,Santa Cruz de Minas,8.547 , 1 ,14/6/2013
,Santa Cruz de Salinas,4.337 , - , - 
,Santa Cruz do Escalvado,4.960 , 1 ,2/1/2013
,Santa Efigênia de Minas,4.587 , - , - 
,Santa Fé de Minas,3.985 , 1 ,24/4/2015
,Santa Helena de Minas,6.410 , - , - 
,Santa Juliana,13.380 , - , - 
,Santa Luzia,218.897 , - , - 
,Santa Margarida,16.173 , - , - 
,Santa Maria de Itabira,11.007 , - , - 
,Santa Maria do Salto,5.381 , - , - 
,Santa Maria do Suaçuí,14.896 , - , - 
,Santa Rita de Caldas,9.198 , 1 ,23/11/2017
,Santa Rita de Ibitipoca,3.566 , - , - 
,Santa Rita de Jacutinga,5.043 , 1 ,31/5/2016
,Santa Rita de Minas,7.149 , - , - 
,Santa Rita do Itueto,5.699 , - , - 
,Santa Rita do Sapucaí,42.324 , 1 ,11/4/2013
,Santa Rosa da Serra,3.386 , 1 ,20/9/2017
,Santa Vitória,19.646 , - , - 
,Santana da Vargem,7.322 , - , - 
,Santana de Cataguases,3.876 , - , - 
,Santana de Pirapama,7.965 , - , - 
,Santana do Deserto,4.032 , - , - 
,Santana do Garambéu,2.436 , - , - 
,Santana do Jacaré,4.861 , - , - 
,Santana do Manhuaçu,8.853 , - , - 
,Santana do Paraiso,32.828 , 1 ,24/7/2013
,Santana do Riacho,4.301 , 1 ,12/2/2014
,Santana dos Montes,3.887 , - , - 
,Santo Antônio do Amparo,18.553 , - , - 
,Santo Antônio do Aventureiro,3.668 , 1 ,7/5/2014
,Santo Antônio do Grama,4.071 , 1 ,2/1/2013
,Santo Antônio do Itambé,4.040 , - , - 
,Santo Antônio do Jacinto,11.977 , - , - 
,Santo Antônio do Monte,28.115 , - , - 
,Santo Antônio do Retiro,7.339 , - , - 
,Santo Antônio do Rio Abaixo,1.813 , - , - 
,Santo Hipólito,3.218 , - , - 
,Santos Dumont,47.561 , 1 ,30/7/2014
,São Bento Abade,5.159 , 1 ,30/10/2013
,São Brás do Suaçuí,3.747 , - , - 
,São Domingos das Dores,5.697 , - , - 
,São Domingos do Prata,17.787 , 1 ,26/2/2014
,São Félix de Minas,3.458 , - , - 
,São Francisco ,56.805 , 1 ,16/9/2014
,São Francisco de Paula,6.673 , - , - 
,São Francisco de Sales,6.224 , - , - 
,São Francisco do Glória,5.085 , - , - 
,São Geraldo,11.905 , - , - 
,São Geraldo da Piedade,4.214 , - , - 
,São Geraldo do Baixio,3.920 , 1 ,3/4/2014
,São Gonçalo do Abaetê,6.898 , 1 ,28/12/2012
,São Gonçalo do Pará,11.985 , - , - 
,São Gonçalo do Rio Abaixo,10.773 , 1 ,12/9/2013
,São Gonçalo do Rio Preto,3.205 , 1 ,21/6/2016
,São Gonçalo do Sapucaí,25.517 , - , - 
,São Gotardo,35.016 , 1 ,30/7/2014
,São João Batista do Glória,7.431 , 1 ,7/11/2017
,São João da Lagoa,4.942 , - , - 
,São João da Mata,2.811 , - , - 
,São João da Ponte,25.856 , 1 ,7/7/2015
,São João das Missões,12.862 , - , - 
,São João Del Rei,90.263 , 1 ,21/3/2013
,São João do Manhuaçu,11.367 , - , - 
,São João do Manteninha,5.759 , - , - 
,São João do Oriente,7.819 , - , - 
,São João do Pacuí,4.396 , - , - 
,São João do Paraíso,23.729 , - , - 
,São João Evangelista,16.083 , - , - 
,São João Nepomuceno,26.538 , 1 ,12/2/2014
,São Joaquim de Bicas,30.160 , 1 ,26/12/2017
,São José da Barra,7.374 , - , - 
,São José da Lapa,22.910 , - , - 
,São José da Safira,4.303 , - , - 
,São José da Varginha,4.834 , - , - 
,São José do Alegre,4.228 , 1 ,20/8/2013
,São José do Divino,3.946 , - , - 
,São José do Goiabal,5.633 , 1 ,19/4/2017
,São José do Jacuri,6.650 , - , - 
,São José do Mantimento,2.787 , 1 ,8/12/2017
,São Lourenço,45.457 , 1 ,16/5/2017
,São Miguel do Anta,7.045 , 1 ,28/9/2015
,São Pedro da União,4.911 , - , - 
,São Pedro do Suaçuí,8.181 , - , - 
,São Pedro dos Ferros,5.494 , - , - 
,São Romão,11.892 , - , - 
,São Roque de Minas,7.092 , - , - 
,São Sebastião da Bela Vista,5.438 , 1 ,27/4/2017
,São Sebastião da Vargem Alegre,3.006 , - , - 
,São Sebastião do Anta,6.419 , - , - 
,São Sebastião do Maranhão,10.511 , - , - 
,São Sebastião do Oeste,6.589 , - , - 
,São Sebastião do Paraiso,70.533 , - , - 
,São Sebastião do Rio Preto,1.582 , - , - 
,São Sebastião do Rio Verde,2.249 , - , - 
,São Thomé das Letras,11.073 , 1 ,27/7/2015
,São Tiago,7.222 , 1 ,16/5/2017
,São Tomás de Aquino,7.106 , - , - 
,São Vicente de Minas,7.672 , 1 ,16/5/2017
,Sapucaí-Mirim,6.850 , - , - 
,Sardoá,6.198 , - , - 
,Sarzedo,31.037 , 1 ,16/8/2013
,Sem-Peixe,2.776 , 1 ,4/4/2016
,Senador Amaral,5.439 , 1 ,11/4/2013
,Senador Cortes,2.049 , - , - 
,Senador Firmino,7.792 , - , - 
,Senador José Bento,1.672 , - , - 
,Senador Modestino Gonçalves,4.410 , - , - 
,Senhora de Oliveira,5.892 , - , - 
,Senhora do Porto,3.602 , - , - 
,Senhora dos Remédios,10.622 , - , - 
,Sericita,7.434 , - , - 
,Seritinga,1.874 , - , - 
,Serra Azul de Minas,4.372 , 1 ,11/4/2013
,Serra da Saudade,812 , 1 ,2/12/2015
,Serra do Salitre,8.809 , 1 ,28/12/2012
,Serra dos Aimorés,11.491 , - , - 
,Serrania,7.812 , - , - 
,Serranópolis de Minas,4.769 , - , - 
,Serranos,2.023 , - , - 
,Serro,21.435 , 1 ,12/9/2013
,Sete Lagoas,236.228 , 1 ,21/7/2014
,Setubinha,12.060 , - , - 
,Silveirânia,2.292 , - , - 
,Silvianópolis,6.314 , - , - 
,Simão Pereira,2.651 , - , - 
,Simonésia,19.633 , - , - 
,Sobrália,5.791 , - , - 
,Soledade de Minas,6.131 , 1 ,30/7/2014
,Tabuleiro,3.963 , 1 ,31/5/2016
,Taiobeiras,33.824 , - ,19/11/2012
,Taparuba,3.196 , - , - 
,Tapira,4.650 , 1 ,30/7/2014
,Tapiraí,1.921 , - , - 
,Taquaraçu de Minas,4.075 , - , - 
,Tarumirim,14.667 , - , - 
,Teixeiras,11.836 , - , - 
,Teófilo Otoni,141.934 , 1 ,15/1/2014
,Timóteo,88.931 , 1 ,19/10/2015
,Tiradentes,7.807 , 1 ,18/4/2013
,Tiros,6.795 , 1 ,12/9/2013
,Tocantins,16.766 , - , - 
,Tocos do Moji,4.147 , - , - 
,Toledo,6.232 , 1 ,26/6/2018
,Tombos,8.772 , - , - 
,Três Corações,78.999 , 1 ,3/5/2013
,Três Marias,31.687 , 1 ,2/1/2013
,Três Pontas,57.097 , 1 ,12/9/2013
,Tumiritinga,6.739 , - , - 
,Tupaciguara,25.538 , 1 ,12/8/2014
,Turmalina,19.762 , - , - 
,Turvolândia,5.025 , - , - 
,Ubá,113.300 , 1 ,16/8/2013
,Ubaí,12.531 , 1 ,3/10/2017
,Ubaporanga,12.622 , 1 ,30/10/2013
,Uberaba,328.272 , 1 ,1/2/2013
,Uberlândia,676.613 , 1 ,7/7/2015
,Umburatiba,2.709 , - , - 
,Unaí,83.980 , 1 ,26/12/2017
,União de Minas,4.452 , 1 ,21/8/2014
,Uruana de Minas,3.338 , 1 ,30/10/2013
,Urucânia,10.589 , 1 ,7/7/2015
,Urucuia,16.095 , 1 ,7/11/2017
,Vargem Alegre,6.632 , - , - 
,Vargem Bonita,2.209 , - , - 
,Vargem Grande do Rio Pardo,5.032 , 1 ,23/11/2017
,Varginha,134.364 , 1 ,11/4/2013
,Varjão de Minas,6.947 , - , - 
,Várzea da Palma,39.128 , - , - 
,Varzelândia,19.723 , - , - 
,Vazante,20.784 , 1 ,24/5/2017
,Verdelândia,9.220 , - , - 
,Veredinha,5.798 , - , - 
,Veríssimo,3.911 , - , - 
,Vermelho Novo,4.905 , - , - 
,Vespasiano,122.365 , 1 ,18/4/2013
,Viçosa,78.381 , 1 ,21/3/2013
,Vieiras,3.741 , - , - 
,Virgem da Lapa,14.043 , 1 ,24/5/2017
,Virgínia,8.870 , - , - 
,Virginópolis,10.793 , - , - 
,Virgolândia,5.613 , - , - 
,Visconde do Rio Branco,41.932 , 1 ,31/8/2015
,Volta Grande,5.315 , - , - 
,Wenceslau Braz,2.615 , - ,-
,PARÁ,8.366.628,,
,Belém,1.452.275 , - ,
,Abaetetuba,153.380 , 1 ,3/6/2013
,Abel Figueiredo,7.231 , 1 ,11/4/2013
,Acará,54.096 , - ,
,Afuá,38.144 , 1 ,21/3/2013
,Água Azul do Norte,26.682 , - ,
,Alenquer,55.246 , 1 ,3/5/2013
,Almeirim,33.195 , - ,
,Altamira,111.435 , 1 ,5/9/2013
,Anajás,28.466 , 1 ,3/5/2013
,Ananindeua,516.057 , 1 ,14/3/2013
,Anapu,27.096 , 1 ,7/7/2015
,Augusto Corrêa,44.734 , 1 ,17/9/2013
,Aurora do Pará,30.471 , - ,
,Aveiro,15.947 , 1 ,16/5/2017
,Bagre,29.808 , - ,
,Baião,46.110 , 1 ,11/4/2013
,Bannach,3.200 , - ,
,Barcarena,121.190 , 1 ,3/5/2013
,Belterra,17.249 , - ,
,Benevides,60.990 , 1 ,5/9/2013
,Bom Jesus do Tocantins,16.517 , - ,
,Bonito,15.834 , - ,
,Bragança,124.184 , 1 ,3/5/2013
,Brasil Novo,14.689 , 1 ,30/7/2014
,Brejo Grande do Araguaia,7.182 , - ,
,Breu Branco,64.194 , 1 ,24/5/2017
,Breves,99.896 , 1 ,3/5/2013
,Bujaru,28.331 , 1 ,3/6/2013
,Cachoeira do Arari,32.947 , - ,
,Cachoeira do  Piriá,23.110 , 1 ,3/5/2013
,Cametá,134.100 , 1 ,11/4/2013
,Canaã dos Carajás,36.027 , 1 ,20/11/2013
,Capanema,67.150 , 1 ,3/12/2013
,Capitão Poço,52.839 , - ,
,Castanhal,195.253 , 1 ,7/7/2015
,Chaves,23.066 , 1 ,24/7/2013
,Colares,11.759 , 1 ,20/8/2013
,Conceição do Araguaia,46.571 , 1 ,16/5/2017
,Concórdia do Pará,32.395 , 1 ,31/8/2015
,Cumaru do Norte,13.093 , - ,
,Curionópolis,17.453 , - ,
,Curralinho,33.490 , 1 ,3/5/2013
,Curuá,13.996 , 1 ,3/5/2013
,Curuçá,38.959 , 1 ,17/9/2013
,Dom Eliseu,58.071 , - ,
,Eldorado dos Carajás,32.892 , - ,
,Faro,7.009 , 1 ,3/6/2013
,Floresta do Araguaia,19.746 , - ,
,Garrafão do Norte,25.363 , - ,
,Goianésia do Pará,39.352 , 1 ,6/9/2013
,Gurupá,32.458 , 1 ,3/5/2013
,Igarapé-Açu,37.753 , 1 ,19/9/2013
,Igarapé-Miri,60.994 , - ,
,Inhangapi,11.388 , - ,
,Ipixuna do Pará,62.237 , 1 ,3/6/2013
,Irituia,31.673 , - ,
,Itaituba,98.523 , 1 ,11/4/2013
,Itupiranga,51.835 , - ,
,Jacareacanga,8.059 (6), - ,
,Jacundá,57.526 , - ,
,Juruti,56.325 , 1 ,3/5/2013
,Limoeira do Ajuru,28.138 , - ,
,Mãe do Rio,29.260 , 1 ,3/6/2013
,Magalhães Barata,8.316 , - ,
,Marabá,271.594 , 1 ,30/7/2014
,Maracanã,28.679 , 1 ,3/5/2013
,Marapanim,27.569 , 1 ,3/12/2013
,Marituba,127.858 , - ,
,Medicilândia,30.726 , 1 ,7/7/2015
,Melgaço,26.897 , 1 ,24/7/2013
,Mocajuba,30.277 , - ,
,Moju,79.825 , - ,
,Mojuí dos Campos,15.646 ,,
,Monte Alegre,56.466 , - ,
,Muaná,39.231 , 1 ,3/5/2013
,Nova Esperança do Piriá,20.789 , 1 ,13/12/2013
,Nova Ipixuna,16.221 , - ,
,Nova Timboteua,14.942 , 1 ,2/5/2016
,Novo Progresso,25.071 , 1 ,24/4/2015
,Novo Repartimento,73.802 , 1 ,21/8/2014
,Óbidos,50.727 , 1 ,3/5/2013
,Oeiras do Pará,31.619 , 1 ,9/10/2013
,Oriximiná,71.078 , 1 ,3/5/2013
,Ourém,17.356 , - ,
,Ourilândia do Norte,31.921 , - ,
,Pacajá,46.383 , 1 ,3/5/2013
,Palestina do Pará,7.386 , - ,
,Paragominas,110.026 , 1 ,23/4/2013
,Parauapebas,202.356 , 1 ,16/10/2014
,Pau D'Arco,5.341 , 1 ,7/7/2015
,Peixe-Boi,7.860 , - ,
,Piçarra,12.632 , - ,
,Placas,30.109 , - ,
,Ponta de Pedras,30.219 , 1 ,3/5/2013
,Portel,60.322 , 1 ,22/1/2013
,Porto de Moz,39.991 , 1 ,19/10/2015
,Prainha,29.067 , 1 ,30/10/2013
