NOME_MUNICIPIO [-],CODIGO [-],GENTILICO [-],PREFEITO [2017],AREA - AREA [2017],POPESTIMADA - POPESTIMADA [2018],DENSIDADE - DENSIDADE [2010],IDHM [2010],RECEITAS - REAL_MIL [2017],DESPESAS - REAL_MIL [2017],PIB - REAL [2016],
Érico Cardoso,2900504,érico-cardosense,ERICO CARDOSO DE AZEVEDO,734996,10662,15.48,584,25843,24637,4985.01,
Aiquara,2900603,aiquarense,JOSITAN PIMENTEL SANTOS,167877,4478,28.82,583,15908,13995,10498.68,
Alagoinhas,2900702,alagoinhense,JOAQUIM BELARMINO CARDOSO NETO,707558,150832,188.67,683,357420,319463,20452.72,
Alcobaça,2900801,alcobacense,LEONARDO COELHO BRITO,1480686,22449,14.36,608,50628,53605,11149.72,
Almadina,2900900,almadinense,MILTON SILVA CERQUEIRA,245236,5566,25.32,563,17495,14754,9144.46,
Amargosa,2901007,amargosense,JULIO PINHEIRO DOS SANTOS JUNIOR,431673,37031,74.16,625,63402,57123,8892.67,
Amélia Rodrigues,2901106,ameliense,PAULO CESAR BAHIA FALCÃO,173484,25224,145.20,666,64866,50407,10611.57,
América Dourada,2901155,américo-douradense,ROSA MARIA DOURADO LOPES,822372,16097,19.05,561,38585,35184,7196.18,
Anagé,2901205,anageense,ELEN ZITE PEREIRA DOS SANTOS,1336361,18194,13.10,540,47759,44112,8089.98,
Andaraí,2901304,andaraiense,JOÃO LUCIO PASSOS CARNEIRO,1590316,13153,7.50,555,37286,35402,6920.19,
Andorinha,2901353,andorinhense,RENATO BRANDÃO DE OLIVEIRA,1362386,14690,11.55,588,41097,41308,11074.30,
Angical,2901403,angicalense,GILSON BEZERRA DE SOUZA,1530050,14017,9.21,625,35076,32587,9772.37,
Anguera,2901502,anguerense,FERNANDO BISPO RAMOS,187840,11142,57.85,589,24306,21758,5420.50,
Antas,2901601,antense,MANOEL SIDONIO NASCIMENTO NILO,321606,19093,53.08,592,33698,31375,5809.23,
Antônio Cardoso,2901700,cardosense,ANTONIO MÁRIO RODRIGUES DE SOUSA,293530,11691,39.24,561,26978,29853,7450.62,
Antônio Gonçalves,2901809,antônio-gonçalvense,ROBERTO CARLOS DANTAS LIMA,345283,11715,35.09,598,27262,25237,5299.76,
Aporá,2901908,aporense,IVONEI RAIMUNDO DOS SANTOS,479262,17673,31.56,548,68717,50046,6150.25,
Apuarema,2901957,apuaremense,RAIVAL PINHEIRO DE OLIVEIRA,150830,7360,48.17,552,19782,20935,8768.80,
Aracatu,2902005,aracatuense,SÉRGIO SILVEIRA MAIA,1489804,13229,9.22,581,34675,31360,6371.64,
Araças,2902054,araçaense,MARIA DAS GRAÇAS TRINDADE LEAL,474660,12143,23.73,570,42985,39520,10042.94,
Araci,2902104,araciense,ANTONIO CARVALHO DA SILVA NETO,1495554,54099,33.19,534,104996,102014,7043.77,
Aramari,2902203,aramariense,FIDEL CARLOS SOUZA DANTAS,368948,11332,30.44,588,23719,21221,7455.45,
Arataca,2902252,arataquense,KATIANA PINTO DE OLIVEIRA,435962,11079,27.70,559,27012,27502,8373.25,
Aratuípe,2902302,aratuipense,ANTONIO MIRANDA SILVA JUNIOR,174012,8813,47.47,575,18703,17462,7360.55,
Aurelino Leal,2902401,aurelinense,ELIZANGELA RAMOS ANDRADE GARCIA,445394,11774,29.70,568,31327,31148,8867.20,
Baianópolis,2902500,baianopolense,JANDIRA SOARES SILVA XAVIER,3320723,13824,4.14,589,35530,32558,8980.47,
Baixa Grande,2902609,baixa-grandense,HERALDO ALVES MIRANDA,967514,20488,21.19,585,42686,42959,6418.00,
Banzaê,2902658,banzaêense,JAILMA DANTAS GAMA ALVES,409507,13217,51.92,579,54997,31721,5980.19,
Barra,2902708,barrense,DEONISIO FERREIRA DE ASSIS,11422537,53231,4.32,557,113206,98837,6408.63,
Barra da Estiva,2902807,barrestivense,JOÃO MACHADO RIBEIRO,1657413,20813,15.73,575,48778,47590,11036.96,
Barra do Choça,2902906,barra-chocense,ADIODATO JOSÉ DE ARAÚJO,765157,32018,44.42,551,76256,74494,14575.54,
Barra do Mendes,2903003,barra-mendense,ARMENIO SODRÉ NUNES,1586629,13900,9.08,630,32974,32377,6228.75,
Barra do Rocha,2903102,barra-rochense,LUÍS SÉRGIO ALVES DE SOUZA,214411,5821,30.30,577,18311,15010,9759.75,
Barreiras,2903201,barreirense,JOÃO BARBOSA DE SOUZA SOBRINHO,7861762,153831,17.49,721,567804,355394,21596.35,
Barro Alto,2903235,barro-altino,ORLANDO AMORIM SANTOS,414510,14802,32.68,607,31224,30356,5458.28,
Barrocas,2903276,barroquense,JOSÉ JAILSON LIMA FERREIRA,207297,15846,70.61,610,41045,35141,15517.36,
Barro Preto,2903300,barro-pretense,ANA PAULA SILVA SIMÕES,201585,5743,50.26,602,21269,19407,9445.47,
Belmonte,2903409,belmontense,JANIO NATAL ANDRADE BORGES,1931985,23214,11.06,598,60822,53345,11902.74,
Belo Campo,2903508,belo-campense,JOSÉ HENRIQUE SILVA TIGRE,772757,17317,25.47,575,43220,44273,6466.01,
Biritinga,2903607,biritinguense,ANTONIO CELSO AVELINO DE QUEIROZ,553762,15975,26.97,538,53105,41916,6464.29,
Boa Nova,2903706,boa-novense,ADONIAS DA ROCHA PIRES DE ALMEIDA,849538,12953,17.74,567,33496,32414,6580.50,
Boa Vista do Tupim,2903805,tupinense,HELDER LOPES CAMPOS,2972109,18622,6.40,551,43572,41674,5984.36,
Bom Jesus da Lapa,2903904,lapense,EURES RIBEIRO PEREIRA,4115511,68609,15.11,633,171160,158580,11761.80,
Bom Jesus da Serra,2903953,bom-jesuense,EDINALDO MEIRA SILVA,467813,9942,23.99,546,25666,23624,4973.14,
Boninal,2904001,boninalense,AURELIO FAGUNDES DE SOUZA,896849,14288,14.66,612,27483,28380,6053.11,
Bonito,2904050,bonitense,REINAN CEDRO DE OLIVEIRA,791276,16637,20.42,561,47871,43287,9282.54,
Boquira,2904100,boquirense,LUCIANO DE OLIVEIRA E SILVA,1426233,21520,14.86,603,59608,44854,6120.15,
Botuporã,2904209,botuporãense,OTAVIANO JOAQUIM FILHO,627612,10300,17.28,575,33136,33891,7822.93,
Brejões,2904308,brejoense,ALESSANDRO RODRIGUES BRANDAO CORREIA,518566,14370,29.70,597,34704,34915,8513.23,
Brejolândia,2904407,brejolandense,GILMAR RIBEIRO DA SILVA,2247208,10493,4.04,592,38404,28606,7948.60,
Brotas de Macaúbas,2904506,brotense,LITERCILIO NUNES DE OLIVEIRA JUNIOR,2370495,10341,4.78,570,30172,27818,6197.97,
Brumado,2904605,brumadense,EDUARDO LIMA VASCONCELOS,2207612,67048,29.01,656,194916,133344,19724.63,
Buerarema,2904704,bueraremense,VINICIUS IBRANN DANTAS ANDRADE OLIVEIRA,219487,18391,80.73,613,33822,32070,9203.10,
Buritirama,2904753,buritiramense,JUDISNEI ALVES DE SOUZA,4046736,21067,4.97,565,47739,44772,5428.47,
Caatiba,2904803,caatibense,MARIA TANIA RIBEIRO SOUSA,512435,7043,22.14,561,22455.54979,18593.40615,6598.79,
Cabaceiras do Paraguaçu,2904852,cabaceirense,ABEL SILVA DOS SANTOS,222027,18698,76.66,581,59280,43756,6859.34,
Cachoeira,2904902,cachoeirano,FERNANDO ANTONIO DA SILVA PEREIRA,399930,33861,81.03,647,70231,52723,14941.95,
Caculé,2905008,caculense,JOSÉ ROBERTO NEVES,610983,23045,33.27,637,53523,42783,10148.80,
Caém,2905107,caenense,GILBERTO FERREIRA MATOS,540908,9372,18.91,546,44123,27513,8582.92,
Caetanos,2905156,caetanense,PAULO ALVES DOS REIS,877650,15524,17.61,542,29548,27893,4811.03,
Caetité,2905206,caetiteense,ALDO RICARDO CARDOSO GONDIM,2651536,50861,19.45,625,111926,114365,12097.20,
Cafarnaum,2905305,cafarnauense,SUELI FERNANDES DE SOUZA NOVAIS,643661,18356,25.49,584,46295,42339,12819.19,
Cairu,2905404,cairuense,FERNANDO ANTONIO DOS SANTOS BRITO,463344,17913,33.35,627,77292,75785,25163.04,
Caldeirão Grande,2905503,caldeirão-grandense,CANDIDO PEREIRA DA GUIRRA FILHO,458311,13260,27.46,573,34618,39500,7512.41,
Camacan,2905602,camacaense,OZIEL RODRIGUES DA CRUZ BASTOS,584848,31968,50.22,581,58681,55584,8110.80,
Camaçari,2905701,camaçariense,ANTONIO ELINALDO ARAUJO DA SILVA,784658,293723,309.65,694,1197748,979305,75103.90,
Camamu,2905800,camamuense,IONA QUEIROZ NASCIMENTO,839990,35248,38.22,565,69968,63441,9267.06,
Campo Alegre de Lourdes,2905909,campo-alegrense,ENILSON MARCELO RODRIGUES DA SILVA,2781170,28844,10.10,557,57160,51716,6437.86,
Campo Formoso,2906006,campo-formosense,ROSANGELA MARIA MONTEIRO DE MENEZES,7161827,70912,9.18,586,160281,143198,9941.14,
Canápolis,2906105,canapolense,MYRIAM GONÇALVES TEIXEIRA DE OLIVEIRA,460389,9719,21.52,565,23594,22189,6043.90,
Canarana,2906204,canaraense,EZENIVALDO ALVES DOURADO,579727,26020,41.76,587,51967,53126,6519.35,
Canavieiras,2906303,canavieirense,CLOVIS ROBERTO ALMEIDA DE SOUZA,1332759,31301,24.37,590,60662,54776,9333.93,
Candeal,2906402,candealense,EVERTON PEREIRA CERQUEIRA,447577,8338,19.98,587,19365,17317,6055.35,
Candeias,2906501,candeense,PITAGORAS ALVES DA SILVA IBIAPINA,251628,86677,321.87,691,307031,258732,38581.15,
Candiba,2906600,candibense,JARBAS HENRIQUE MARTINS OLIVEIRA,433642,14268,31.60,591,29805,27959,6945.91,
Cândido Sales,2906709,cândido-salense,ELAINE PONTES DE OLIVEIRA,1169791,25332,17.26,601,58734,55385,6521.19,
Cansanção,2906808,cansançãoense,PAULO HENRIQUE PASSOS ANDRADE,1351891,34784,24.62,557,71243,68139,6923.63,
Canudos,2906824,canudense,GENARIO RABELO DE ALCANTARA NETO,3189540,16752,4.89,562,40039,40280,7640.73,
Capela do Alto Alegre,2906857,capelense,CLAUDINEI XAVIER NOVATO,629586,11660,17.75,599,26752,24375,6675.40,
Capim Grosso,2906873,capim-grossense,LYDIA FONTOURA PINHEIRO,464776,30451,79.47,621,64298,61462,11347.86,
Caraíbas,2906899,caraibense,JONES COELHO DIAS,805629,9107,12.69,555,22942,19369,6717.25,
Caravelas,2906907,caravelense,SÍLVIO RAMALHO DA SILVA,2396609,21937,8.95,616,54986,56782,17321.44,
Cardeal da Silva,2907004,cardinalense,MARIANE MERCURI DE SANTANA ALMEIDA OLIVE,293456,9240,34.64,552,28381,24685,7597.06,
Carinhanha,2907103,carinhanhense,GERALDO PEREIRA COSTA,2529442,28965,10.37,576,61936,57004,6466.10,
Casa Nova,2907202,casa-novense,WILKER OLIVEIRA TORRES,9647069,71366,6.73,570,136950,131325,8027.25,
Castro Alves,2907301,castro-alvense,THIANCLE DA SILVA ARAÚJO,713789,26209,35.70,613,54273,51417,13329.84,
Catolândia,2907400,catolandiano,GILVAN  PIMENTEL ATAIDE,703367,3555,4.06,582,15605,14349,19612.74,
Catu,2907509,catuense,GERANILSON DANTAS REQUIÃO,433185,54424,122.72,677,115314,107811,9220.60,
Caturama,2907558,caturamense,PAULO HUMBERTO NEVES MENDONCA,716261,9340,13.31,571,20974,20615,5744.87,
Central,2907608,centralense,UILSON MONTEIRO DA SILVA,566974,17252,28.24,596,37941,36237,7933.89,
Chorrochó,2907707,chorrochoense,HUMBERTO GOMES RAMOS,3005319,11154,3.57,600,30273,26997,6183.93,
Cícero Dantas,2907806,cícero-dantense,RICARDO ALMEIDA NUNES DA SILVA,863932,33356,36.50,585,58419,56031,7407.38,
Cipó,2907905,cipoense,ABEL ALVES ARAÚJO,155718,17097,122.78,601,38100,35647,6757.53,
Coaraci,2908002,coaraciense,JADSON ALBANO GALVAO,274500,17458,74.17,613,41579,41550,8196.42,
Cocos,2908101,coquense,MARCELO DE SOUZA EMERENCIANO,10140569,18746,1.77,596,64480,52555,11281.10,
Conceição da Feira,2908200,conceiçoense,RAIMUNDO DA CRUZ BASTOS,164798,22392,125.19,634,41523,43836,11187.56,
Conceição do Almeida,2908309,almeidense,ADAILTON CAMPOS SOBRAL,284836,17332,61.70,606,33637,31632,8467.14,
Conceição do Coité,2908408,coiteense,FRANCISCO DE ASSIS ALVES DOS SANTOS,1015252,66191,61.06,611,98868,90040,10750.02,
Conceição do Jacuípe,2908507,conjacuipense,NORMELIA MARIA ROCHA CORREIA,117529,32909,256.30,663,74311,68907,60168.45,
Conde,2908606,condense,ANTONIO EDUARDO LINS DE CASTRO,928623,25630,24.49,560,58788,63818,9611.74,
Condeúba,2908705,condeubense,SILVAN BALEEIRO DE SOUSA,1348437,17319,13.14,582,43256,37541,6966.54,
Contendas do Sincorá,2908804,contendense,UELITON VALDIR PALMEIRA SOUZA,977455,4086,4.46,577,17325,15836,8007.66,
Coração de Maria,2908903,mariense,EDIMARIO PAIM DE CERQUEIRA,378421,22719,64.34,592,53277,50152,7484.60,
Cordeiros,2909000,cordeirense,DELCI ALVES LUZ,523640,8585,15.25,579,20717,18588,5956.45,
Coribe,2909109,coribense,MANUEL AZEVEDO ROCHA,2657123,14240,5.77,600,49513,38011,8220.46,
Coronel João Sá,2909208,joão-saense,CARLOS AUGUSTO SILVEIRA SOBRAL,883522,15801,19.32,535,39769,42293,7835.18,
Correntina,2909307,correntinense,NILSON JOSÉ RODRIGUES,11492171,32081,2.62,603,123134,117411,33778.30,
Cotegipe,2909406,cotegipano,MÁRCIA DA SILVA SÁ TELES,4282775,13796,3.25,590,37615,35614,8660.05,
Cravolândia,2909505,cravolandense,IVETE SOARES TEIXEIRA ARAUJO,182585,5349,31.08,599,17626,17372,7373.42,
Crisópolis,2909604,crisopolense,EDINAL ALVES DA COSTA,636609,21040,32.99,543,46795,45896,6615.40,
Cristópolis,2909703,cristopolense,GILSON NASCIMENTO DE SOUZA,1052837,13872,12.73,614,34269,30426,9146.31,
Cruz das Almas,2909802,cruz-almense,ORLANDO PEIXOTO PEREIRA FILHO,139117,62871,402.12,699,109107,103853,14897.85,
Curaçá,2909901,curaçaense,PEDRO ALVES DE OLIVEIRA,5935944,34389,5.29,581,71569,71327,7617.66,
Dário Meira,2910008,dário-meirense,WILLIAM ALMEIDA SENA,413637,10906,28.82,540,25390,25681,7757.99,
Dias d'Ávila,2910057,diasdavilense,JUSSARA MÁRCIA DO NASCIMENTO,184230,79685,360.64,676,194450,181457,42142.20,
Dom Basílio,2910107,dom-basiliense,ROBERVAL DE CASSIA MEIRA,688646,12155,16.78,591,32079,28380,9833.88,
Dom Macedo Costa,2910206,macedense,EGNALDO PITON MOURA,94778,4050,45.70,632,14266,12342,7521.17,
Elísio Medrado,2910305,medradense,ROBSON EPAMINONDAS SANTANA DE SOUZA,179329,8119,41.06,623,19454,18128,6976.86,
Encruzilhada,2910404,encruzilhadense,WEKISLEY TEIXEIRA SILVA,1890122,17593,11.99,544,49443,50267,9164.87,
Entre Rios,2910503,entrerriense,ELIZIO FERNANDES RODRIGUES SIMÕES,1186274,41654,32.81,615,93732,89847,10818.03,
Esplanada,2910602,esplanadense,FRANCISCO DA CRUZ,1298606,36882,25.27,589,94072,87463,13207.15,
Euclides da Cunha,2910701,euclidense,LUCIANO PINHEIRO DAMASCENO E SANTOS,1992639,59842,27.75,567,118713,132810,10013.19,
Eunápolis,2910727,eunapolitano,JOSÉ ROBÉRIO BATISTA DE OLIVEIRA,1425968,112318,84.97,677,256565,251311,22186.57,
Fátima,2910750,fatimense,MANOEL MISSIAS VIEIRA,359394,17601,49.12,559,39762,42834,12057.66,
Feira da Mata,2910776,matense,APARECIDO ALVES DA SILVA,1176111,5668,3.78,588,18099,16991,8178.00,
Feira de Santana,2910800,feirense,JOSÉ RONALDO DE CARVALHO,1304425,609913,416.03,712,1167089,1099659,21051.29,
Filadélfia,2910859,filadelfense,LOURIVALDO PEREIRA MAIA,579775,16410,29.36,565,45822,40896,6827.77,
Firmino Alves,2910909,firmino-alvense,AURELINO MORENO DA CUNHA NETO,172353,5604,33.15,578,16165,15348,7664.18,
Floresta Azul,2911006,floresta-azulense,GICELIA DE SANTANA OLIVEIRA SANTOS,321013,10686,36.32,557,34149,22097,6971.66,
Formosa do Rio Preto,2911105,formosense,TERMOSIRES DIAS DOS SANTOS NETO,15901745,25311,1.38,618,115660,101995,38416.21,
Gandu,2911204,ganduense,LEONARDO BARBOSA CARDOSO,229631,32202,124.76,632,59939,54632,9656.97,
Gavião,2911253,gavionense,RAUL SOARES MOURA JUNIOR,384592,4487,12.33,599,14795,15463,7964.20,
Gentio do Ouro,2911303,gentiense,ROBERIO GOMES CUNHA,3817946,11206,2.87,559,34194,25798,17029.24,
Glória,2911402,gloriense,DAVID DE SOUZA CAVALCANTI,1566609,15208,12.01,593,34737,35677,10588.92,
Gongogi,2911501,gongogiense,EDVALDO DOS SANTOS,202194,7276,42.28,576,18787,19275,8085.71,
Governador Mangabeira,2911600,mangabeirense,MARCELO PEDREIRA DE MENDONÇA,106848,20679,186.40,643,45767,43220,12741.64,
Guajeru,2911659,guajeruense,GILMAR ROCHA CANGUSSU,872867,7239,11.12,569,19733,17526,6630.12,
Guanambi,2911709,guanambiense,JAIRO SILVEIRA MAGALHAES,1272367,84014,60.80,673,170867,160908,13886.22,
Guaratinga,2911808,guaratinguense,CHRISTINE PINTO ROSA,2189404,20991,9.53,558,47789,45373,9874.87,
Heliópolis,2911857,heliopoliense,ILDEFONSO ANDRADE FONSECA,338797,13076,38.94,563,30558,27853,6441.00,
Iaçu,2911907,iaçuense,ADELSON SOUSA DE OLIVEIRA,2342496,24496,10.50,574,60037,57379,7574.04,
Ibiassucê,2912004,ibiassuceense,FRANCISCO ADAUTO REBOUÇAS PRATES,483274,9427,23.58,611,23960,23286,7837.39,
Ibicaraí,2912103,ibicaraiense,LUIZ JÁCOME BRANDÃO NETO,230953,22014,104.65,625,56557,51104,7311.82,
Ibicoara,2912202,ibicoarense,HAROLDO AGUIAR,817355,19346,20.34,591,58288,48216,15888.76,
Ibicuí,2912301,ibicuiense,MARCOS GALVÃO DE ASSIS,1139378,16162,13.41,584,33375,31866,9649.66,
Ibipeba,2912400,ibipebense,DEMÓSTENES DE SOUSA BARRETO FILHO,1382008,18097,12.29,616,37451,36728,6356.68,
Ibipitanga,2912509,ibipitanguense,EDILSON SANTOS SOUZA,954373,14856,14.85,584,33267,34373,6000.32,
Ibiquera,2912608,ibiquerense,IVAN CLAUDIO DE ALMEIDA,698245,4043,5.15,511,14116,13456,6267.37,
Ibirapitanga,2912707,ibirapitanguense,ISRAVAN LEMOS BARCELOS,472694,23343,50.53,558,58668,52766,8829.36,
Ibirapuã,2912806,ibirapuense,CALIXTO ANTONIO RIBEIRO,771109,8581,10.10,614,30165,27722,23738.97,
Ibirataia,2912905,ibirataense,ANA CLEIA DOS SANTOS LEAL,318129,15760,64.24,576,47066,43570,9741.42,
Ibitiara,2913002,ibitiarense,JOSE ROBERTO DOS SANTOS OLIVEIRA,1834002,16272,8.39,585,33339,30942,5828.74,
Ibititá,2913101,ibititaense,EDICLEY SOUZA BARRETO,573033,17150,28.63,602,38870,57521,5880.13,
Ibotirama,2913200,ibotiramense,CLAUDIR TERENCE LESSA LOPES DE OLIVEIRA,1740087,26846,14.76,636,62187,70200,12150.11,
Ichu,2913309,ichuense,CARLOS SANTIAGO DE ALMEIDA,138017,6194,41.16,631,17368,16591,5998.42,
Igaporã,2913408,igaporaense,JOSÉ SULY FAGUNDES NETTO,836587,15630,18.26,614,39685,39272,10274.23,
Igrapiúna,2913457,igrapiunense,LEANDRO LUIZ RAMOS SANTOS,591466,13367,25.31,574,39419,35923,12418.30,
Iguaí,2913507,iguaiense,RONALDO MOITINHO DOS SANTOS,860223,26868,31.05,552,78780,59483,7028.27,
Ilhéus,2913606,ilheuense,MARIO ALEXANDRE CORREA DE SOUSA,1584693,164844,104.67,690,397912,361230,21743.84,
Inhambupe,2913705,inhambupense,FORTUNATO SILVA COSTA,1082260,39499,29.70,565,72615,66885,10848.54,
Ipecaetá,2913804,ipecaetense,SUEDER SANTANA SILVA SANTOS,372565,14625,41.45,550,35403,32919,5067.74,
Ipiaú,2913903,ipiauense,MARIA DAS GRAÇAS CESAR MENDONÇA,280454,45823,166.05,670,79384,74411,9022.72,
Ipirá,2914000,ipiraense,MARCELO ANTONIO SANTOS BRANDAO,3105280,59763,19.39,549,136908,102066,11054.26,
Ipupiara,2914109,ipupiarense,ASCIR LEITE SANTOS,1055760,9817,8.75,590,23728,21905,7333.99,
Irajuba,2914208,irajubense,JERONIMO SOUZA DOS SANTOS,459047,7243,16.93,576,21020,20486,7641.78,
Iramaia,2914307,iramaense,ANTONIO CARLOS SILVA BASTOS,1708115,8893,6.16,571,36668,25406,7662.72,
Iraquara,2914406,iraquarense,EDIMARIO  GUILHERME DE NOVAIS,991822,24942,21.96,599,53868,45366,13100.34,
Irará,2914505,iraraense,JUSCELINO SOUZA DOS SANTOS,267880,28892,98.87,620,61988,57919,8083.50,
Irecê,2914604,ireceense,ELMO VAZ BASTOS DE MATOS,319174,72386,207.45,691,143103,131058,13749.35,
Itabela,2914653,itabelense,LUCIANO FRANCISQUETO,924926,30413,33.37,599,100995,68131,10596.36,
Itaberaba,2914703,itaberabense,RICARDO DOS ANJOS MASCARENHAS,2386390,64325,26.30,620,140571,138732,12008.25,
Itabuna,2914802,itabunense,FERNANDO GOMES OLIVEIRA,401028,212740,473.50,712,506553,509685,17514.19,
Itacaré,2914901,itacareense,ANTONIO MARIO DAMASCENO,726167,27891,32.96,583,58566,55962,9397.23,
Itaeté,2915007,itaeteense,VALDES BRITO DE SOUZA,1331822,15999,12.34,572,34415,33600,5284.83,
Itagi,2915106,itagiense,OLIVAL ANDRADE JUNIOR,310621,12462,50.35,543,27679,27851,8089.38,
Itagibá,2915205,itagibaense,GILSON MANOEL FONSECA,810994,14712,19.26,589,38743,35229,11946.19,
Itagimirim,2915304,itagimiriense,DEVANIR DOS SANTOS BRILLANTINO,876807,6914,8.47,634,24196,22641,14791.37,
Itaguaçu da Bahia,2915353,itaguaçuense,IVAN TIBURTINO OLIVEIRA,4310238,14311,2.97,562,39551,36564,5670.33,
Itaju do Colônia,2915403,itajuense,DJALMA ORRICO DUARTE,1225287,6770,5.98,592,19736,19651,8971.84,
Itajuípe,2915502,itajuipense,MARCONE AMARAL COSTA JUNIOR,270752,20587,74.10,599,42368,40181,12317.23,
Itamaraju,2915601,itamarajuense,MARCELO ANGENICA,2360289,64521,28.47,627,122536,114608,12458.80,
Itamari,2915700,itamariense,PALLOMMA EMMANUELA UZEDA TAVARES ANTAS,143479,8069,71.14,578,20805,21157,9497.68,
Itambé,2915809,itambeense,EDUARDO COELHO DE PAIVA GAMA,1536296,23358,16.41,578,47332,43878,9545.59,
Itanagra,2915908,itanagrense,DANIA MARIA DA SILVA,534060,6445,15.49,584,10463,21702,7557.83,
Itanhém,2916005,itanhense,ZULMA PINHEIRO DOS SANTOS VAZ,1394174,19499,13.81,637,42552,40855,10668.11,
Itaparica,2916104,itaparicano,MARLYLDA BARBUDA DOS SANTOS,118040,22114,175.58,670,53398,48630,9227.69,
Itapé,2916203,itapeense,NAELITON ROSA PINTO,453144,9008,23.94,599,21896,22019,9446.57,
Itapebi,2916302,itapebiense,JUAREZ DA SILVA OLIVEIRA,1013074,10306,10.44,572,42716,37616,53223.86,
Itapetinga,2916401,itapetinguense,RODRIGO HAGGE COSTA,1651153,75470,41.95,667,142007,135529,13208.05,
Itapicuru,2916500,itapicuruense,MAGNO FERREIRA DE SOUZA,1556747,35256,20.35,486,86328,68898,10220.81,
Itapitanga,2916609,itapitanguense,DERNIVAL DIAS FERREIRA,420664,10328,24.99,571,24726.65987,20713.65633,7373.39,
Itaquara,2916708,itaquarense,MARCO AURELIO WANDERLEY CRUZ COSTA,344092,8288,23.77,553,19155,18839,8280.01,
Itarantim,2916807,itarantinense,PAULO SILVA VIEIRA,1674051,19646,10.27,610,39980,39073,12076.64,
Itatim,2916856,itatinhense,GILMAR PEREIRA NOGUEIRA,547510,14432,24.89,582,47512,48286,20524.38,
Itiruçu,2916906,itiruçuense,LORENNA MOURA DI GREGORIO,322024,12624,40.46,600,27471,26314,6869.36,
Itiúba,2917003,itiubense,CECILIA PETRINA DE CARVALHO,1650502,36063,20.96,544,79009,82458,7498.26,
Itororó,2917102,itororoense,ADAUTO OLIVEIRA DE ALMEIDA,314064,20375,63.50,594,42181,39476,10216.62,
Ituaçu,2917201,ituaçuense,ADALBERTO ALVES LUZ,1199374,18889,14.90,570,42911,40406,9913.21,
Ituberá,2917300,ituberense,IRAMAR BRAGA DE SOUZA COSTA,416591,28457,63.73,606,59266,54911,11115.84,
Iuiú,2917334,iuiuense,REINALDO BARBOSA DE GÓES,1522366,10969,7.34,591,40762,25795,7983.28,
Jaborandi,2917359,jaborandiense,ASSUERO ALVES DE OLIVEIRA,9994479,8496,0.94,613,43232,35058,37817.20,
Jacaraci,2917409,jacaraciense,ANTONIO CARLOS FREIRE DE ABREU,1332420,14834,11.05,593,42362,32243,6138.91,
Jacobina,2917508,jacobinense,LUCIANO ANTONIO PINHEIRO,2192906,80394,33.60,649,178032,185694,15208.07,
Jaguaquara,2917607,jaguaquarense,GIULIANO DE ANDRADE MARTINELLI,924743,54163,54.95,580,93502,84913,9860.74,
Jaguarari,2917706,jaguarariense,EVERTON CARVALHO ROCHA,2466011,33385,12.35,659,71374,70575,8444.36,
Jaguaripe,2917805,jaguaripense,HUNALDO SIMÕES COSTA,865233,18588,18.32,556,54427,50515,8432.26,
Jandaíra,2917904,jandairense,ADILSON AIRES LEITE DE AVILA JUNIOR,641206,10691,16.11,550,31098,33392,17506.04,
Jequié,2918001,jequieense,LUIZ SÉRGIO SUZARTE ALMEIDA,2969034,155800,47.07,665,521762,389276,15062.91,
Jeremoabo,2918100,jeremoabense,DERISVALDO JOSE DOS SANTOS,4627275,40232,8.09,547,100898,96362,7611.16,
Jiquiriçá,2918209,jiquiriçaense,JOÃO FERNANDO ALVES COSTA,238602,14516,58.97,553,29665,29035,7238.02,
Jitaúna,2918308,jitaunense,PATRICK GILBERTO RODRIGUES LOPES,262050,11540,64.47,575,32385,31112,9050.26,
João Dourado,2918357,joão-douradense,CELSO LOULA DOURADO,913259,24964,24.65,593,49294,46007,8508.55,
Juazeiro,2918407,juazeirense,MARCUS PAULO ALCANTARA BOMFIM,6721198,215183,30.45,677,526562,509954,15599.23,
Jucuruçu,2918456,jucuruçuense,UBERLANDIA CARMOS PEREIRA,1457856,9272,7.06,541,52130,23759,9622.37,
Jussara,2918506,jussarense,HAILTON MENDES DIAS,1355173,15307,15.87,571,35176,32303,5875.61,
Jussari,2918555,jussariense,ANTONIO CARLOS BANDEIRA VALETE,329190,5902,18.14,567,18313,17531,8072.99,
Jussiape,2918605,jussiapense,ÉDER JAKES SOUZA AGUIAR,589763,6406,13.72,602,20549,18121,7823.03,
Lafaiete Coutinho,2918704,lafaietense,JOSE FREITAS DE SANTANA JUNIOR,498103,3757,9.62,599,17143,15662,9245.76,
Lagoa Real,2918753,lagoa-realense,PEDRO CARDOSO CASTRO,912222,15555,15.88,545,30027,27242,5428.39,
Laje,2918803,lajista,KLEDSON DUARTE MOTA,449834,23638,48.50,586,50855,47908,9471.91,
